itemID	List	bigSize	smallSize	misSeg	xCoordsForWindowBoundaries	$sentImg	Width	$Sentence	$question	answerTF	$block	$condition	shrunk	$TargetWord	$VowelLocation
903	3	50	50	False	[5,125,305,518,608,848,998,1238,1328,1478,1688,1808,1868,1988,2138,2288,2378,2528]	practice_misSeg_False_sizes_50_50_903_sent.png	76	ดร. /สุรินทร์ /พิศสุวรรณ/เป็น/เลขาธิการ/สมาคม/ประชาชาติ/แห่ง/เอเชีย/ตะวันออก/เฉียง/ใต้/ตั้งแต่/ พ.ศ./ 2551/ ถึง/ 2555	วาระยาวที่สุดที่สามารถดํารงตําแหน่งเลขาธิการไม่เกินสองปี	False	practice	MH	False	NA	NA
903	4	50	50	False	[5,125,305,518,608,848,998,1238,1328,1478,1688,1808,1868,1988,2138,2288,2378,2528]	practice_misSeg_False_sizes_50_50_903_sent.png	76	ดร. /สุรินทร์ /พิศสุวรรณ/เป็น/เลขาธิการ/สมาคม/ประชาชาติ/แห่ง/เอเชีย/ตะวันออก/เฉียง/ใต้/ตั้งแต่/ พ.ศ./ 2551/ ถึง/ 2555	วาระยาวที่สุดที่สามารถดํารงตําแหน่งเลขาธิการไม่เกินสองปี	False	practice	MH	False	NA	NA
904	1	50	50	False	[5,245,425,575,725,755,845,965,1145]	practice_misSeg_False_sizes_50_50_904_sent.png	38	ซะการีย์ยา/ อมตยา/ ได้รับ/รางวัล/ซี/ไรต์/สาขา/กวีนิพนธ์	ซะการีย์ยาอมตยาได้รับรางวัลซีไรต์สาขากวีนิพนธ์	True	practice	MH	False	NA	NA
904	2	50	50	False	[5,245,425,575,725,755,845,965,1145]	practice_misSeg_False_sizes_50_50_904_sent.png	38	ซะการีย์ยา/ อมตยา/ ได้รับ/รางวัล/ซี/ไรต์/สาขา/กวีนิพนธ์	ซะการีย์ยาอมตยาได้รับรางวัลซีไรต์สาขากวีนิพนธ์	True	practice	MH	False	NA	NA
904	3	50	50	False	[5,245,425,575,725,755,845,965,1145]	practice_misSeg_False_sizes_50_50_904_sent.png	38	ซะการีย์ยา/ อมตยา/ ได้รับ/รางวัล/ซี/ไรต์/สาขา/กวีนิพนธ์	ซะการีย์ยาอมตยาได้รับรางวัลซีไรต์สาขากวีนิพนธ์	True	practice	MH	False	NA	NA
904	4	50	50	False	[5,245,425,575,725,755,845,965,1145]	practice_misSeg_False_sizes_50_50_904_sent.png	38	ซะการีย์ยา/ อมตยา/ ได้รับ/รางวัล/ซี/ไรต์/สาขา/กวีนิพนธ์	ซะการีย์ยาอมตยาได้รับรางวัลซีไรต์สาขากวีนิพนธ์	True	practice	MH	False	NA	NA
905	1	50	50	False	[5,125,185,275,395,455,515,665,725,845,875,1055,1235]	practice_misSeg_False_sizes_50_50_905_sent.png	40	แม้ว่า/นิก/กลัว/ความ/สูง/ยัง/ทำงาน/กับ/บริษัท/ที่/ก่อสร้าง/ตึกระฟ้า	นิกไม่เคยทํางานอะไรที่เกี่ยวกับอาคารสูง	False	practice	MH	False	NA	NA
905	2	50	50	False	[5,125,185,275,395,455,515,665,725,845,875,1055,1235]	practice_misSeg_False_sizes_50_50_905_sent.png	40	แม้ว่า/นิก/กลัว/ความ/สูง/ยัง/ทำงาน/กับ/บริษัท/ที่/ก่อสร้าง/ตึกระฟ้า	นิกไม่เคยทํางานอะไรที่เกี่ยวกับอาคารสูง	False	practice	MH	False	NA	NA
905	3	50	50	False	[5,125,185,275,395,455,515,665,725,845,875,1055,1235]	practice_misSeg_False_sizes_50_50_905_sent.png	40	แม้ว่า/นิก/กลัว/ความ/สูง/ยัง/ทำงาน/กับ/บริษัท/ที่/ก่อสร้าง/ตึกระฟ้า	นิกไม่เคยทํางานอะไรที่เกี่ยวกับอาคารสูง	False	practice	MH	False	NA	NA
905	4	50	50	False	[5,125,185,275,395,455,515,665,725,845,875,1055,1235]	practice_misSeg_False_sizes_50_50_905_sent.png	40	แม้ว่า/นิก/กลัว/ความ/สูง/ยัง/ทำงาน/กับ/บริษัท/ที่/ก่อสร้าง/ตึกระฟ้า	นิกไม่เคยทํางานอะไรที่เกี่ยวกับอาคารสูง	False	practice	MH	False	NA	NA
906	1	50	50	False	[5,68,128,188,338,548,608,698,908,968,1028,1118,1208,1298,1358]	practice_misSeg_False_sizes_50_50_906_sent.png	45	คุณ/พ่อ/ไม่/เชื่อใจ/เพื่อนบ้าน/คน/ใหม่/เพราะว่า/คน/นั้น/เพิ่ง/ออก/จาก/คุก	คุณพ่อคาดคิดว่าจะกลายเป็นเพื่อนสนิทกับเพื่อนบ้านคนใหม่	False	practice	MH	False	NA	NA
906	2	50	50	False	[5,68,128,188,338,548,608,698,908,968,1028,1118,1208,1298,1358]	practice_misSeg_False_sizes_50_50_906_sent.png	45	คุณ/พ่อ/ไม่/เชื่อใจ/เพื่อนบ้าน/คน/ใหม่/เพราะว่า/คน/นั้น/เพิ่ง/ออก/จาก/คุก	คุณพ่อคาดคิดว่าจะกลายเป็นเพื่อนสนิทกับเพื่อนบ้านคนใหม่	False	practice	MH	False	NA	NA
906	3	50	50	False	[5,68,128,188,338,548,608,698,908,968,1028,1118,1208,1298,1358]	practice_misSeg_False_sizes_50_50_906_sent.png	45	คุณ/พ่อ/ไม่/เชื่อใจ/เพื่อนบ้าน/คน/ใหม่/เพราะว่า/คน/นั้น/เพิ่ง/ออก/จาก/คุก	คุณพ่อคาดคิดว่าจะกลายเป็นเพื่อนสนิทกับเพื่อนบ้านคนใหม่	False	practice	MH	False	NA	NA
906	4	50	50	False	[5,68,128,188,338,548,608,698,908,968,1028,1118,1208,1298,1358]	practice_misSeg_False_sizes_50_50_906_sent.png	45	คุณ/พ่อ/ไม่/เชื่อใจ/เพื่อนบ้าน/คน/ใหม่/เพราะว่า/คน/นั้น/เพิ่ง/ออก/จาก/คุก	คุณพ่อคาดคิดว่าจะกลายเป็นเพื่อนสนิทกับเพื่อนบ้านคนใหม่	False	practice	MH	False	NA	NA
1	1	50	50	True	[5,275,335,515,635,755,815,905,995,1205,1295,1505,1595,1685]	item_1_notShrunk_sizes_50_50_sent.png	56	การเลื่อนชั้น/ทาง/(สังคม)/ปัจจุปัน/ยังคง/ใช้/เส้น/ทาง/การศึกษา/และ/การเมือง/เป็น/หลัก	ปัจจุปันการใช้เส้นทางการศึกษาและการเมืองไม่มีอิทธิพลต่อ การเลื่อนชั้นทางสังคม	False	target	mH	False	สังคม	Above
1	2	50	25	False	[5,275,365,485,635,755,815,905,995,1205,1295,1505,1595,1685]	item_1_shrunk_sizes_50_25_sent.png	56	การเลื่อนชั้น/ทาง/(สังคม)/ปัจจุปัน/ยังคง/ใช้/เส้น/ทาง/การศึกษา/และ/การเมือง/เป็น/หลัก	ปัจจุปันการใช้เส้นทางการศึกษาและการเมืองไม่มีอิทธิพลต่อ การเลื่อนชั้นทางสังคม	False	target	Mh	True	สังคม	Above
1	3	50	25	True	[5,275,335,515,635,755,815,905,995,1205,1295,1505,1595,1685]	item_1_shrunk_sizes_50_25_sent.png	56	การเลื่อนชั้น/ทาง/(สังคม)/ปัจจุปัน/ยังคง/ใช้/เส้น/ทาง/การศึกษา/และ/การเมือง/เป็น/หลัก	ปัจจุปันการใช้เส้นทางการศึกษาและการเมืองไม่มีอิทธิพลต่อ การเลื่อนชั้นทางสังคม	False	target	mh	True	สังคม	Above
1	4	50	50	False	[5,275,365,485,635,755,815,905,995,1205,1295,1505,1595,1685]	item_1_notShrunk_sizes_50_50_sent.png	56	การเลื่อนชั้น/ทาง/(สังคม)/ปัจจุปัน/ยังคง/ใช้/เส้น/ทาง/การศึกษา/และ/การเมือง/เป็น/หลัก	ปัจจุปันการใช้เส้นทางการศึกษาและการเมืองไม่มีอิทธิพลต่อ การเลื่อนชั้นทางสังคม	False	target	MH	False	สังคม	Above
2	1	50	25	True	[5,125,395,515,605,665,695,875,1055,1115,1205,1325,1385,1655,1745,1835]	item_2_shrunk_sizes_50_25_sent.png	61	บริษัท/คอมพิวเตอร์/หลาย/แห่ง/ได้/มี/การลงทุน/(พัฒนา)/และ/วิจัย/เกี่ยว/กับ/คอมพิวเตอร์/ช่วย/สอน	คอมพิวเตอร์ช่วยสอนกําลังได้รับการลงทุนพัฒนาและวิจัยโดย บริษัทคอมพิวเตอร์หลายแห่ง	True	target	mh	True	พัฒนา	Above
2	2	50	50	False	[5,125,395,515,605,665,695,905,1025,1115,1205,1325,1385,1655,1745,1835]	item_2_notShrunk_sizes_50_50_sent.png	61	บริษัท/คอมพิวเตอร์/หลาย/แห่ง/ได้/มี/การลงทุน/(พัฒนา)/และ/วิจัย/เกี่ยว/กับ/คอมพิวเตอร์/ช่วย/สอน	คอมพิวเตอร์ช่วยสอนกําลังได้รับการลงทุนพัฒนาและวิจัยโดย บริษัทคอมพิวเตอร์หลายแห่ง	True	target	MH	False	พัฒนา	Above
2	3	50	50	True	[5,125,395,515,605,665,695,875,1055,1115,1205,1325,1385,1655,1745,1835]	item_2_notShrunk_sizes_50_50_sent.png	61	บริษัท/คอมพิวเตอร์/หลาย/แห่ง/ได้/มี/การลงทุน/(พัฒนา)/และ/วิจัย/เกี่ยว/กับ/คอมพิวเตอร์/ช่วย/สอน	คอมพิวเตอร์ช่วยสอนกําลังได้รับการลงทุนพัฒนาและวิจัยโดย บริษัทคอมพิวเตอร์หลายแห่ง	True	target	mH	False	พัฒนา	Above
2	4	50	25	False	[5,125,395,515,605,665,695,905,1025,1115,1205,1325,1385,1655,1745,1835]	item_2_shrunk_sizes_50_25_sent.png	61	บริษัท/คอมพิวเตอร์/หลาย/แห่ง/ได้/มี/การลงทุน/(พัฒนา)/และ/วิจัย/เกี่ยว/กับ/คอมพิวเตอร์/ช่วย/สอน	คอมพิวเตอร์ช่วยสอนกําลังได้รับการลงทุนพัฒนาและวิจัยโดย บริษัทคอมพิวเตอร์หลายแห่ง	True	target	Mh	True	พัฒนา	Above
4	1	50	50	True	[5,335,425,635,695,875,905,935,995,1205,1355,1415,1685,1805,1895,1985,2075]	item_4_notShrunk_sizes_50_50_sent.png	68	การคิดคำนึงถึง/สังคม/(อุดมคติ)/เป็น/แนวทาง/ที่/ดี/ใน/การพัฒนา/หนทาง/ใน/การประเมิน/สังคม/ของ/เรา/เอง 	เราสามารถประเมินสังคมของเราเองโดยการคิดคํานึงถึง สังคมอุดมคต	True	target	mH	False	อุดมคติ	Below
4	2	50	25	False	[5,335,455,605,695,875,905,935,995,1205,1355,1415,1685,1805,1895,1985,2075]	item_4_shrunk_sizes_50_25_sent.png	68	การคิดคำนึงถึง/สังคม/(อุดมคติ)/เป็น/แนวทาง/ที่/ดี/ใน/การพัฒนา/หนทาง/ใน/การประเมิน/สังคม/ของ/เรา/เอง 	เราสามารถประเมินสังคมของเราเองโดยการคิดคํานึงถึง สังคมอุดมคต	True	target	Mh	True	อุดมคติ	Below
4	3	50	25	True	[5,335,425,635,695,875,905,935,995,1205,1355,1415,1685,1805,1895,1985,2075]	item_4_shrunk_sizes_50_25_sent.png	68	การคิดคำนึงถึง/สังคม/(อุดมคติ)/เป็น/แนวทาง/ที่/ดี/ใน/การพัฒนา/หนทาง/ใน/การประเมิน/สังคม/ของ/เรา/เอง 	เราสามารถประเมินสังคมของเราเองโดยการคิดคํานึงถึง สังคมอุดมคต	True	target	mh	True	อุดมคติ	Below
4	4	50	50	False	[5,335,455,605,695,875,905,935,995,1205,1355,1415,1685,1805,1895,1985,2075]	item_4_notShrunk_sizes_50_50_sent.png	68	การคิดคำนึงถึง/สังคม/(อุดมคติ)/เป็น/แนวทาง/ที่/ดี/ใน/การพัฒนา/หนทาง/ใน/การประเมิน/สังคม/ของ/เรา/เอง 	เราสามารถประเมินสังคมของเราเองโดยการคิดคํานึงถึง สังคมอุดมคต	True	target	MH	False	อุดมคติ	Below
5	1	50	50	False	[5,155,425,485,635,725,1055,1295,1355,1475,1745,1805,2045,2135,2255]	item_5_notShrunk_sizes_50_50_sent.png	73	วงการ/อุตสาหกรรม/ที่มี/แนวคิด/แบบ/ระบบเศรษฐกิจ/แบบ(ทุนนิยม)/จะ/อาศัย/ประสิทธิภาพ/ใน/การทำงาน/เป็น/สำคัญ	ประสิทธิภาพในการทํางานเป็นสิ่งสําคัญต่อวงการอุตสาหกรรม ที่มีแนวคิดแบบระบบเศรษฐกิจทุนนิยม	True	target	MH	False	ทุนนิยม	Below
5	2	50	50	True	[5,155,425,485,635,725,1025,1325,1355,1475,1745,1805,2045,2135,2255]	item_5_notShrunk_sizes_50_50_sent.png	73	วงการ/อุตสาหกรรม/ที่มี/แนวคิด/แบบ/ระบบเศรษฐกิจ/แบบ(ทุนนิยม)/จะ/อาศัย/ประสิทธิภาพ/ใน/การทำงาน/เป็น/สำคัญ	ประสิทธิภาพในการทํางานเป็นสิ่งสําคัญต่อวงการอุตสาหกรรม ที่มีแนวคิดแบบระบบเศรษฐกิจทุนนิยม	True	target	mH	False	ทุนนิยม	Below
5	3	50	25	False	[5,155,425,485,635,725,1055,1295,1355,1475,1745,1805,2045,2135,2255]	item_5_shrunk_sizes_50_25_sent.png	73	วงการ/อุตสาหกรรม/ที่มี/แนวคิด/แบบ/ระบบเศรษฐกิจ/แบบ(ทุนนิยม)/จะ/อาศัย/ประสิทธิภาพ/ใน/การทำงาน/เป็น/สำคัญ	ประสิทธิภาพในการทํางานเป็นสิ่งสําคัญต่อวงการอุตสาหกรรม ที่มีแนวคิดแบบระบบเศรษฐกิจทุนนิยม	True	target	Mh	True	ทุนนิยม	Below
5	4	50	25	True	[5,155,425,485,635,725,1025,1325,1355,1475,1745,1805,2045,2135,2255]	item_5_shrunk_sizes_50_25_sent.png	73	วงการ/อุตสาหกรรม/ที่มี/แนวคิด/แบบ/ระบบเศรษฐกิจ/แบบ(ทุนนิยม)/จะ/อาศัย/ประสิทธิภาพ/ใน/การทำงาน/เป็น/สำคัญ	ประสิทธิภาพในการทํางานเป็นสิ่งสําคัญต่อวงการอุตสาหกรรม ที่มีแนวคิดแบบระบบเศรษฐกิจทุนนิยม	True	target	mh	True	ทุนนิยม	Below
6	1	50	50	False	[5,65,185,245,455,605,635,725,935,1025,1055,1175,1325,1505,1625]	item_6_notShrunk_sizes_50_50_sent.png	51	วิธี/ง่ายๆ/ใน/การ(บำบัด)/น้ำเสีย/ที่/เป็น/ธรรมชาติ/มาก/ที่/สุดคือ/การใช้/จุลินทรีย์/บำบัด	การใช้จุลินทรีย์บําบัดวิธีที่ยุ่งยากในการบําบัดนํ้าเสียที่เป็น ธรรมชาติ	False	target	MH	False	บำบัด	Above
6	2	50	50	True	[5,65,185,215,485,605,635,725,935,1025,1055,1175,1325,1505,1625]	item_6_notShrunk_sizes_50_50_sent.png	51	วิธี/ง่ายๆ/ใน/การ(บำบัด)/น้ำเสีย/ที่/เป็น/ธรรมชาติ/มาก/ที่/สุดคือ/การใช้/จุลินทรีย์/บำบัด	การใช้จุลินทรีย์บําบัดวิธีที่ยุ่งยากในการบําบัดนํ้าเสียที่เป็น ธรรมชาติ	False	target	mH	False	บำบัด	Above
6	3	50	25	False	[5,65,185,245,455,605,635,725,935,1025,1055,1175,1325,1505,1625]	item_6_shrunk_sizes_50_25_sent.png	51	วิธี/ง่ายๆ/ใน/การ(บำบัด)/น้ำเสีย/ที่/เป็น/ธรรมชาติ/มาก/ที่/สุดคือ/การใช้/จุลินทรีย์/บำบัด	การใช้จุลินทรีย์บําบัดวิธีที่ยุ่งยากในการบําบัดนํ้าเสียที่เป็น ธรรมชาติ	False	target	Mh	True	บำบัด	Above
6	4	50	25	True	[5,65,185,215,485,605,635,725,935,1025,1055,1175,1325,1505,1625]	item_6_shrunk_sizes_50_25_sent.png	51	วิธี/ง่ายๆ/ใน/การ(บำบัด)/น้ำเสีย/ที่/เป็น/ธรรมชาติ/มาก/ที่/สุดคือ/การใช้/จุลินทรีย์/บำบัด	การใช้จุลินทรีย์บําบัดวิธีที่ยุ่งยากในการบําบัดนํ้าเสียที่เป็น ธรรมชาติ	False	target	mh	True	บำบัด	Above
7	1	50	50	False	[5,155,245,455,605,665,755,905,1115,1295]	item_7_notShrunk_sizes_50_50_sent.png	42	การวิ่ง/รอบ/สนามหน้า/หมู่บ้าน/ถือ/เป็น/(กิจวัตร)/ประจำวัน/ของเขา	เขามักจะวิ่งรอบสนามหน้าหมู่บ้านเป็นกิจวัตรประจําวัน	True	target	MH	False	กิจวัตร	Above
7	2	50	50	True	[5,155,245,455,605,665,725,935,1115,1295]	item_7_notShrunk_sizes_50_50_sent.png	42	การวิ่ง/รอบ/สนามหน้า/หมู่บ้าน/ถือ/เป็น/(กิจวัตร)/ประจำวัน/ของเขา	เขามักจะวิ่งรอบสนามหน้าหมู่บ้านเป็นกิจวัตรประจําวัน	True	target	mH	False	กิจวัตร	Above
7	3	50	25	False	[5,155,245,455,605,665,755,905,1115,1295]	item_7_shrunk_sizes_50_25_sent.png	42	การวิ่ง/รอบ/สนามหน้า/หมู่บ้าน/ถือ/เป็น/(กิจวัตร)/ประจำวัน/ของเขา	เขามักจะวิ่งรอบสนามหน้าหมู่บ้านเป็นกิจวัตรประจําวัน	True	target	Mh	True	กิจวัตร	Above
7	4	50	25	True	[5,155,245,455,605,665,725,935,1115,1295]	item_7_shrunk_sizes_50_25_sent.png	42	การวิ่ง/รอบ/สนามหน้า/หมู่บ้าน/ถือ/เป็น/(กิจวัตร)/ประจำวัน/ของเขา	เขามักจะวิ่งรอบสนามหน้าหมู่บ้านเป็นกิจวัตรประจําวัน	True	target	mh	True	กิจวัตร	Above
8	1	50	25	True	[5,185,305,335,515,575,635,665,815,905,1025,1205,1265,1325,1445]	item_8_shrunk_sizes_50_25_sent.png	48	พนักงาน/ขับรถ/ลืม/(กุญแจ)/บ้าน/ไว้/ที่/สำนักงาน/ของ/ลูกค้า/หลังจาก/ไป/ส่ง/สินค้า	พนักงานขับรถไม่เคยลืมกุญแจบ้านไว้ที่สำนักงานของลูกค้าหลัง จากไปส่งสินค้า	False	target	mh	True	กุญแจ	Below
8	2	50	50	False	[5,185,305,365,485,575,635,665,815,905,1025,1205,1265,1325,1445]	item_8_notShrunk_sizes_50_50_sent.png	48	พนักงาน/ขับรถ/ลืม/(กุญแจ)/บ้าน/ไว้/ที่/สำนักงาน/ของ/ลูกค้า/หลังจาก/ไป/ส่ง/สินค้า	พนักงานขับรถไม่เคยลืมกุญแจบ้านไว้ที่สำนักงานของลูกค้าหลัง จากไปส่งสินค้า	False	target	MH	False	กุญแจ	Below
8	3	50	50	True	[5,185,305,335,515,575,635,665,815,905,1025,1205,1265,1325,1445]	item_8_notShrunk_sizes_50_50_sent.png	48	พนักงาน/ขับรถ/ลืม/(กุญแจ)/บ้าน/ไว้/ที่/สำนักงาน/ของ/ลูกค้า/หลังจาก/ไป/ส่ง/สินค้า	พนักงานขับรถไม่เคยลืมกุญแจบ้านไว้ที่สำนักงานของลูกค้าหลัง จากไปส่งสินค้า	False	target	mH	False	กุญแจ	Below
8	4	50	25	False	[5,185,305,365,485,575,635,665,815,905,1025,1205,1265,1325,1445]	item_8_shrunk_sizes_50_25_sent.png	48	พนักงาน/ขับรถ/ลืม/(กุญแจ)/บ้าน/ไว้/ที่/สำนักงาน/ของ/ลูกค้า/หลังจาก/ไป/ส่ง/สินค้า	พนักงานขับรถไม่เคยลืมกุญแจบ้านไว้ที่สำนักงานของลูกค้าหลัง จากไปส่งสินค้า	False	target	Mh	True	กุญแจ	Below
9	1	50	25	False	[5,95,275,395,515,665,755,965,1115,1175,1205,1325,1385,1535]	item_9_shrunk_sizes_50_25_sent.png	51	เรา/สามารถ/พัฒนา/(ทักษะ)/การฟัง/โดย/การฝึกฝน/ตัวเอง/ให้/มี/สมาธิ/ใน/การฟัง	การฝึกฝนตัวเองให้มีสมาธิในการฟังไม่สามารถช่วยให้เรา พัฒนาทักษะการฟัง	False	target	Mh	True	ทักษะ	Above
9	2	50	25	True	[5,95,275,365,545,665,755,965,1115,1175,1205,1325,1385,1535]	item_9_shrunk_sizes_50_25_sent.png	51	เรา/สามารถ/พัฒนา/(ทักษะ)/การฟัง/โดย/การฝึกฝน/ตัวเอง/ให้/มี/สมาธิ/ใน/การฟัง	การฝึกฝนตัวเองให้มีสมาธิในการฟังไม่สามารถช่วยให้เรา พัฒนาทักษะการฟัง	False	target	mh	True	ทักษะ	Above
9	3	50	50	False	[5,95,275,395,515,665,755,965,1115,1175,1205,1325,1385,1535]	item_9_notShrunk_sizes_50_50_sent.png	51	เรา/สามารถ/พัฒนา/(ทักษะ)/การฟัง/โดย/การฝึกฝน/ตัวเอง/ให้/มี/สมาธิ/ใน/การฟัง	การฝึกฝนตัวเองให้มีสมาธิในการฟังไม่สามารถช่วยให้เรา พัฒนาทักษะการฟัง	False	target	MH	False	ทักษะ	Above
9	4	50	50	True	[5,95,275,365,545,665,755,965,1115,1175,1205,1325,1385,1535]	item_9_notShrunk_sizes_50_50_sent.png	51	เรา/สามารถ/พัฒนา/(ทักษะ)/การฟัง/โดย/การฝึกฝน/ตัวเอง/ให้/มี/สมาธิ/ใน/การฟัง	การฝึกฝนตัวเองให้มีสมาธิในการฟังไม่สามารถช่วยให้เรา พัฒนาทักษะการฟัง	False	target	mH	False	ทักษะ	Above
10	1	50	50	False	[5,365,485,695,755,785,845,965,1025,1115,1295,1355,1535,1625,1685,1775,1895,1955,2045,2105]	item_10_notShrunk_sizes_50_50_sent.png	69	การใช้ช่วงเวลา/ที่ว่าง/(วิเคราะห์)/สิ่ง/ที่/ได้/รับฟัง/มา/และ/จดบันทึก/จะ/สามารถ/ช่วย/ให้/เรา/จดจำ/ได้/มาก/ขึ้น	การใช้ช่วงเวลาที่ว่างวิเคราะห์สิ่งที่ได้รับฟังมาและจดบันทึก เป็นการช่วยให้เราจดจําได้มากขึ้น	True	target	MH	False	วิเคราะห์	Above
10	2	50	50	True	[5,365,455,725,755,785,845,965,1025,1115,1295,1355,1535,1625,1685,1775,1895,1955,2045,2105]	item_10_notShrunk_sizes_50_50_sent.png	69	การใช้ช่วงเวลา/ที่ว่าง/(วิเคราะห์)/สิ่ง/ที่/ได้/รับฟัง/มา/และ/จดบันทึก/จะ/สามารถ/ช่วย/ให้/เรา/จดจำ/ได้/มาก/ขึ้น	การใช้ช่วงเวลาที่ว่างวิเคราะห์สิ่งที่ได้รับฟังมาและจดบันทึก เป็นการช่วยให้เราจดจําได้มากขึ้น	True	target	mH	False	วิเคราะห์	Above
10	3	50	25	False	[5,365,485,695,755,785,845,965,1025,1115,1295,1355,1535,1625,1685,1775,1895,1955,2045,2105]	item_10_shrunk_sizes_50_25_sent.png	69	การใช้ช่วงเวลา/ที่ว่าง/(วิเคราะห์)/สิ่ง/ที่/ได้/รับฟัง/มา/และ/จดบันทึก/จะ/สามารถ/ช่วย/ให้/เรา/จดจำ/ได้/มาก/ขึ้น	การใช้ช่วงเวลาที่ว่างวิเคราะห์สิ่งที่ได้รับฟังมาและจดบันทึก เป็นการช่วยให้เราจดจําได้มากขึ้น	True	target	Mh	True	วิเคราะห์	Above
